,n_comprobante,fecha,cliente,codigo,cantidad,descripcion,p_unitario,iva,precio_final
218,B 0003- 00176460,01/02/2023,Cliente: QR Morsa (22),128,1,CERVEZA SANTA FE LITRO,450.0,21.0,450.0
219,B 0003- 00176461,01/02/2023,Cliente: QR Morsa (22),7894921,1,Imperial IPA Lata 473cc,300.0,21.0,300.0
220,B 0003- 00176461,01/02/2023,Cliente: QR Morsa (22),903,1,coca cola retornable 2000,440.0,21.0,440.0
221,B 0003- 00176462,01/02/2023,Cliente: Consumidor Final (1),7893753,1,Brahma lata 473ml,240.0,21.0,240.0
222,B 0003- 00176462,01/02/2023,Cliente: Consumidor Final (1),304,1,manitoon sabor jamon x 70grs,140.0,21.0,140.0
223,B 0003- 00176463,01/02/2023,Cliente: Consumidor Final (1),302,3,.,350.0,0.0,1050.0
224,B 0003- 00176463,01/02/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,280.0,21.0,280.0
225,B 0003- 00176464,01/02/2023,Cliente: QR Morsa (22),6284,1,Pure De papas Knorr receta completa 125g,360.0,21.0,360.0
226,B 0003- 00176464,01/02/2023,Cliente: QR Morsa (22),898,1,Coca Cola 1250cc Retornable,340.0,21.0,340.0
227,B 0003- 00176465,01/02/2023,Cliente: QR Morsa (22),9540659,1,lays katchup 85g,470.0,21.0,470.0
228,B 0003- 00176465,01/02/2023,Cliente: QR Morsa (22),309,1,mani pehuamar pelado 150gr,350.0,21.0,350.0
229,B 0003- 00176465,01/02/2023,Cliente: QR Morsa (22),7791419,3,Heineken Ret x 1L,830.0,21.0,2490.0
230,B 0003- 00176465,01/02/2023,Cliente: QR Morsa (22),1512,1,Pebete Salame y Queso Migamax,300.0,21.0,300.0
231,B 0003- 00176466,01/02/2023,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,280.0,10.5,280.0
232,B 0003- 00176467,01/02/2023,Cliente: Billetera (23),903,1,coca cola retornable 2000,440.0,21.0,440.0
233,B 0003- 00176467,01/02/2023,Cliente: Billetera (23),3717,1,Sprite 2000 cc Retornable,440.0,21.0,440.0
234,B 0003- 00176468,01/02/2023,Cliente: Consumidor Final (1),128,1,CERVEZA SANTA FE LITRO,450.0,21.0,450.0
235,B 0003- 00176469,01/02/2023,Cliente: QR Morsa (22),903,3,coca cola retornable 2000,440.0,21.0,1320.0
236,B 0003- 00176470,01/02/2023,Cliente: QR Morsa (22),7894735,4,Santa Fe Lata 473cc,290.0,21.0,1160.0
237,B 0003- 00176471,01/02/2023,Cliente: Consumidor Final (1),7894107,1,Schneider Lata 473ml,280.0,21.0,280.0
238,B 0003- 00176472,01/02/2023,Cliente: Consumidor Final (1),172,1,Cofler Block x 110g,390.0,21.0,390.0
239,B 0003- 00176472,01/02/2023,Cliente: Consumidor Final (1),7893417,2,Stella Artois lata 473 cm,290.0,21.0,580.0
240,B 0003- 00176473,01/02/2023,Cliente: Consumidor Final (1),111,2,Tita,110.0,21.0,220.0
241,B 0003- 00176473,01/02/2023,Cliente: Consumidor Final (1),25,4,Jugo de Naranja Orgánico 250cc,100.0,21.0,400.0
242,B 0003- 00176473,01/02/2023,Cliente: Consumidor Final (1),1519,1,Pack x4 Triples Migamax,340.0,21.0,340.0
243,B 0003- 00176473,01/02/2023,Cliente: Consumidor Final (1),9540415,1,Corona 710cm Grande,670.0,21.0,670.0
244,B 0003- 00176473,01/02/2023,Cliente: Consumidor Final (1),1672,1,Monster Mango Loco 473ml,385.0,21.0,385.0
245,B 0003- 00176474,01/03/2023,Cliente: Consumidor Final (1),7895184,1,Tabaco Pacha Mama 30g,750.0,21.0,750.0
246,B 0003- 00176475,01/03/2023,Cliente: Consumidor Final (1),2,2,Cigarrillos Suelto lucky,30.0,21.0,60.0
247,B 0003- 00176476,01/03/2023,Cliente: Consumidor Final (1),9540921,1,gatorade sin azucar naranja 500ml,270.0,21.0,270.0
248,B 0003- 00176477,01/03/2023,Cliente: Consumidor Final (1),7898316,1,Menthoplus Strong,100.0,21.0,100.0
249,B 0003- 00176478,01/03/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0
250,B 0003- 00176478,01/03/2023,Cliente: Consumidor Final (1),3505,2,Medialuna/Bizcocho,90.0,21.0,180.0
251,B 0003- 00176479,01/03/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0
252,B 0003- 00176480,01/03/2023,Cliente: Consumidor Final (1),9541063,1,turron namur georgalos,40.0,0.0,40.0
253,B 0003- 00176480,01/03/2023,Cliente: Consumidor Final (1),9541084,1,cigarrillos pier 10box,120.0,21.0,120.0
254,B 0003- 00176481,01/03/2023,Cliente: Consumidor Final (1),9540440,1,Brio Naranja 1.5L,150.0,21.0,150.0
255,B 0003- 00176482,01/03/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0
256,B 0003- 00176482,01/03/2023,Cliente: Consumidor Final (1),3505,1,Medialuna/Bizcocho,90.0,21.0,90.0
257,B 0003- 00176483,01/03/2023,Cliente: Consumidor Final (1),7791353,1,Beldent Menta Fuerte,110.0,21.0,110.0
258,B 0003- 00176484,01/03/2023,Cliente: Consumidor Final (1),7894981,1,Palitos San Isidrio 150g Panceta,160.0,21.0,160.0
259,B 0003- 00176484,01/03/2023,Cliente: Consumidor Final (1),7893669,1,Yogur Tregar bebible vainilla litro,340.0,21.0,340.0
260,B 0003- 00176484,01/03/2023,Cliente: Consumidor Final (1),6182,1,9 de Oro Azucaradas 210 gr,160.0,21.0,160.0
261,B 0003- 00176485,01/03/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,470.0,21.0,470.0
262,B 0003- 00176486,01/03/2023,Cliente: Consumidor Final (1),30,1,Lucky Strike Box,470.0,10.5,470.0
263,B 0003- 00176487,01/03/2023,Cliente: Consumidor Final (1),1672,1,Monster Mango Loco 473ml,385.0,21.0,385.0
264,B 0003- 00176488,01/03/2023,Cliente: Consumidor Final (1),3505,6,Medialuna/Bizcocho,90.0,21.0,540.0
265,B 0003- 00176489,01/03/2023,Cliente: Consumidor Final (1),7790040,1,Mana chocolatada,180.0,21.0,180.0
266,B 0003- 00176490,01/03/2023,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,220.0,21.0,220.0
267,B 0003- 00176490,01/03/2023,Cliente: Consumidor Final (1),97,1,Guaymallen Blanco,100.0,21.0,100.0
268,B 0003- 00176491,01/03/2023,Cliente: Consumidor Final (1),6264,2,Baggio Naranja 200cc,110.0,21.0,220.0
269,B 0003- 00176491,01/03/2023,Cliente: Consumidor Final (1),7791551,2,Paraguitas Fel Fort,70.0,21.0,140.0
270,B 0003- 00176492,01/03/2023,Cliente: Consumidor Final (1),9541084,1,cigarrillos pier 10box,120.0,21.0,120.0
271,B 0003- 00176493,01/03/2023,Cliente: Consumidor Final (1),866,1,Bizcochos 9 de Oro clásicas 200g,190.0,21.0,190.0
272,B 0003- 00176494,01/03/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,470.0,21.0,470.0
273,B 0003- 00176495,01/03/2023,Cliente: Consumidor Final (1),7894731,1,Pepsi 250 cc,130.0,21.0,130.0
274,B 0003- 00176496,01/03/2023,Cliente: Consumidor Final (1),6265,1,Baggio Manzana 200cc,110.0,21.0,110.0
275,B 0003- 00176497,01/03/2023,Cliente: Consumidor Final (1),23,1,Parliament Box,580.0,21.0,580.0
276,B 0003- 00176498,01/03/2023,Cliente: Billetera (23),1658,1,Citric 1000cc,490.0,21.0,490.0
277,B 0003- 00176499,01/03/2023,Cliente: Consumidor Final (1),3502,2,Cafe jarra,160.0,21.0,320.0
278,B 0003- 00176499,01/03/2023,Cliente: Consumidor Final (1),1,14,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,140.0
279,B 0003- 00176500,01/03/2023,Cliente: Consumidor Final (1),9540488,1,Liverpool mentolado,200.0,21.0,200.0
280,B 0003- 00176501,01/03/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0
281,B 0003- 00176501,01/03/2023,Cliente: Consumidor Final (1),3505,1,Medialuna/Bizcocho,90.0,21.0,90.0
282,B 0003- 00176502,01/03/2023,Cliente: Consumidor Final (1),7893575,1,Lata Heineken 473 cm3,360.0,21.0,360.0
283,B 0003- 00176503,01/03/2023,Cliente: Consumidor Final (1),253,1,alcohol san igino  500ml,220.0,21.0,220.0
284,B 0003- 00176504,01/03/2023,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,110.0,21.0,110.0
285,B 0003- 00176505,01/03/2023,Cliente: Consumidor Final (1),140,1,Andes Rubia lata 500,280.0,21.0,280.0
286,B 0003- 00176506,01/03/2023,Cliente: Billetera (23),7791581,2,Chocolate Vauquita Suave,60.0,21.0,120.0
287,B 0003- 00176506,01/03/2023,Cliente: Billetera (23),7893434,1,Galletitas Mini Pitusas Limon 160 g,110.0,21.0,110.0
288,B 0003- 00176506,01/03/2023,Cliente: Billetera (23),1624,2,Coca Cola Zero x 500 cc,220.0,21.0,440.0
289,B 0003- 00176506,01/03/2023,Cliente: Billetera (23),7893764,1,Fanta lata 310,180.0,21.0,180.0
290,B 0003- 00176507,01/03/2023,Cliente: Consumidor Final (1),7894802,1,Paso de los toros pomelo 250,130.0,21.0,130.0
291,B 0003- 00176508,01/03/2023,Cliente: Consumidor Final (1),111,3,Tita,110.0,21.0,330.0
292,B 0003- 00176509,01/03/2023,Cliente: QR Nico (21),1518,1,Bandeja x12 simples Migamax,380.0,21.0,380.0
293,B 0003- 00176509,01/03/2023,Cliente: QR Nico (21),910,1,Fanta 500 cc,220.0,21.0,220.0
294,B 0003- 00176509,01/03/2023,Cliente: QR Nico (21),3505,3,Medialuna/Bizcocho,90.0,21.0,270.0
295,B 0003- 00176510,01/03/2023,Cliente: Consumidor Final (1),6674,1,imperial rubia lata,280.0,21.0,280.0
296,B 0003- 00176511,01/03/2023,Cliente: Consumidor Final (1),7894621,1,mirinda naranja 500cc,180.0,21.0,180.0
297,B 0003- 00176512,01/03/2023,Cliente: Consumidor Final (1),1514,1,Triple Miga Chico Migamax,290.0,21.0,290.0
298,B 0003- 00176512,01/03/2023,Cliente: Consumidor Final (1),1624,1,Coca Cola Zero x 500 cc,220.0,21.0,220.0
299,B 0003- 00176513,01/03/2023,Cliente: Billetera (23),100,1,Alfajor Fantoche Triple Blanco,150.0,21.0,150.0
300,B 0003- 00176513,01/03/2023,Cliente: Billetera (23),7791310,1,Halls Strong,115.0,21.0,115.0
301,B 0003- 00176513,01/03/2023,Cliente: Billetera (23),3508,1,Café para llevar,200.0,21.0,200.0
302,B 0003- 00176514,01/03/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,280.0,21.0,280.0
303,B 0003- 00176514,01/03/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0
304,B 0003- 00176514,01/03/2023,Cliente: Consumidor Final (1),3505,3,Medialuna/Bizcocho,90.0,21.0,270.0
305,B 0003- 00176515,01/03/2023,Cliente: Consumidor Final (1),500,400,carga virtual,1.0,21.0,400.0
306,B 0003- 00176515,01/03/2023,Cliente: Consumidor Final (1),1,10,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,100.0
307,B 0003- 00176516,01/03/2023,Cliente: Consumidor Final (1),9540411,2,Pier Box Mentolado,200.0,21.0,400.0
308,B 0003- 00176516,01/03/2023,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,220.0,21.0,220.0
309,B 0003- 00176517,01/03/2023,Cliente: Consumidor Final (1),7894621,1,mirinda naranja 500cc,180.0,21.0,180.0
310,B 0003- 00176518,01/03/2023,Cliente: Consumidor Final (1),6202,1,7up 2L free Retornable,250.0,21.0,250.0
311,B 0003- 00176518,01/03/2023,Cliente: Consumidor Final (1),114,20,Envases general,5.0,21.0,100.0
312,B 0003- 00176519,01/03/2023,Cliente: Consumidor Final (1),6674,1,imperial rubia lata,280.0,21.0,280.0
313,B 0003- 00176520,01/03/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0
314,B 0003- 00176520,01/03/2023,Cliente: Consumidor Final (1),1,4,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,40.0
315,B 0003- 00176521,01/03/2023,Cliente: Consumidor Final (1),6674,2,imperial rubia lata,280.0,21.0,560.0
316,B 0003- 00176522,01/03/2023,Cliente: Consumidor Final (1),1,9,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,90.0
317,B 0003- 00176522,01/03/2023,Cliente: Consumidor Final (1),7893915,1,Cunnington Pomelo/Tonica 1.5l,260.0,21.0,260.0
318,B 0003- 00176523,01/03/2023,Cliente: Consumidor Final (1),6775,1,7up 500cc,190.0,21.0,190.0
319,B 0003- 00176524,01/03/2023,Cliente: Consumidor Final (1),6367,1,Villa del sur  agua1.600cc,180.0,21.0,180.0
320,B 0003- 00176525,01/03/2023,Cliente: QR Morsa (22),17,5,Adicional Bebida en la mesa,5.0,21.0,25.0
321,B 0003- 00176525,01/03/2023,Cliente: QR Morsa (22),7791419,1,Heineken Ret x 1L,830.0,21.0,830.0
322,B 0003- 00176526,01/03/2023,Cliente: Consumidor Final (1),7893984,1,Cunnington Indian Tonic o  Pomelo 2.25L,260.0,21.0,260.0
323,B 0003- 00176527,01/03/2023,Cliente: Consumidor Final (1),9540524,1,Rothmans ks mentolado,350.0,21.0,350.0
324,B 0003- 00176528,01/03/2023,Cliente: Consumidor Final (1),6803,1,Levite Naranja 500c,150.0,21.0,150.0
325,B 0003- 00176529,01/03/2023,Cliente: Consumidor Final (1),7894591,1,chesterfield ks 20,360.0,21.0,360.0
326,B 0003- 00176529,01/03/2023,Cliente: Consumidor Final (1),6285,1,caja de fosforos fragata,30.0,21.0,30.0
327,B 0003- 00176530,01/03/2023,Cliente: Consumidor Final (1),1516,1,Triple Grande Migamax,340.0,21.0,340.0
328,B 0003- 00176530,01/03/2023,Cliente: Consumidor Final (1),7894195,1,Pepsi zero lata,140.0,21.0,140.0
329,B 0003- 00176531,01/03/2023,Cliente: Consumidor Final (1),941,1,Levite Pomelo 1500cc,310.0,21.0,310.0
330,B 0003- 00176532,01/03/2023,Cliente: Billetera (23),900,1,Coca cola Zero 1500cc,470.0,21.0,470.0
331,B 0003- 00176533,01/03/2023,Cliente: QR Morsa (22),6305,1,azucar baity comun,295.0,21.0,295.0
332,B 0003- 00176533,01/03/2023,Cliente: QR Morsa (22),7895023,1,Leche entera Tregar,250.0,21.0,250.0
333,B 0003- 00176534,01/03/2023,Cliente: Consumidor Final (1),1,20,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,200.0
334,B 0003- 00176535,01/03/2023,Cliente: Consumidor Final (1),6182,1,9 de Oro Azucaradas 210 gr,160.0,21.0,160.0
335,B 0003- 00176535,01/03/2023,Cliente: Consumidor Final (1),7791551,2,Paraguitas Fel Fort,70.0,21.0,140.0
336,B 0003- 00176536,01/03/2023,Cliente: Billetera (23),7895023,1,Leche entera Tregar,250.0,21.0,250.0
337,B 0003- 00176536,01/03/2023,Cliente: Billetera (23),1516,1,Triple Grande Migamax,340.0,21.0,340.0
338,B 0003- 00176536,01/03/2023,Cliente: Billetera (23),99,1,Alfajor Fantoche Triple Chocolate,150.0,21.0,150.0
339,B 0003- 00176537,01/03/2023,Cliente: QR Morsa (22),7894323,1,Pehuamar acanaladas 80grs,350.0,21.0,350.0
340,B 0003- 00176537,01/03/2023,Cliente: QR Morsa (22),7894323,1,Pehuamar acanaladas 80grs,350.0,21.0,350.0
341,B 0003- 00176537,01/03/2023,Cliente: QR Morsa (22),7895013,1,Lays jamon serrano 85g,470.0,21.0,470.0
342,B 0003- 00176537,01/03/2023,Cliente: QR Morsa (22),9540898,1,mogul extreme acido dulce tubitos 70g,250.0,21.0,250.0
343,B 0003- 00176537,01/03/2023,Cliente: QR Morsa (22),7893711,1,energizante monster 473 cc,385.0,21.0,385.0
344,B 0003- 00176538,01/03/2023,Cliente: Billetera (23),6191,1,Pepsi 2L Retornable,350.0,21.0,350.0
345,B 0003- 00176538,01/03/2023,Cliente: Billetera (23),1512,1,Pebete Salame y Queso Migamax,300.0,21.0,300.0
346,B 0003- 00176538,01/03/2023,Cliente: Billetera (23),7893432,1,Galletitas Mini Pitusas Chocolate 160 g,190.0,21.0,190.0
347,B 0003- 00176538,01/03/2023,Cliente: Billetera (23),7894653,2,Tang naranja mango,65.0,21.0,130.0
348,B 0003- 00176539,01/03/2023,Cliente: Billetera (23),1518,1,Bandeja x12 simples Migamax,380.0,21.0,380.0
349,B 0003- 00176540,01/03/2023,Cliente: Consumidor Final (1),1514,2,Triple Miga Chico Migamax,290.0,21.0,580.0
350,B 0003- 00176540,01/03/2023,Cliente: Consumidor Final (1),6070,1,Paso de los Toros Pomelo 500cc,190.0,21.0,190.0
351,B 0003- 00176541,01/03/2023,Cliente: Consumidor Final (1),3534,2,Mana Livianas Vainillas,180.0,21.0,360.0
352,B 0003- 00176542,01/03/2023,Cliente: Consumidor Final (1),6265,1,Baggio Manzana 200cc,110.0,21.0,110.0
353,B 0003- 00176542,01/03/2023,Cliente: Consumidor Final (1),6182,1,9 de Oro Azucaradas 210 gr,160.0,21.0,160.0
354,B 0003- 00176542,01/03/2023,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,280.0,10.5,280.0
355,B 0003- 00176543,01/03/2023,Cliente: Consumidor Final (1),6262,2,Coca Cola Lata 310 cc,180.0,21.0,360.0
356,B 0003- 00176544,01/03/2023,Cliente: Consumidor Final (1),24,3,Marlboro Gold,540.0,10.5,1620.0
357,B 0003- 00176545,01/03/2023,Cliente: Consumidor Final (1),9540793,1,mirinda lata 354ml,90.0,21.0,90.0
358,B 0003- 00176546,01/03/2023,Cliente: Consumidor Final (1),7895013,1,Lays jamon serrano 85g,470.0,21.0,470.0
359,B 0003- 00176546,01/03/2023,Cliente: Consumidor Final (1),7893870,1,3D por 43g,250.0,21.0,250.0
360,B 0003- 00176546,01/03/2023,Cliente: Consumidor Final (1),1624,1,Coca Cola Zero x 500 cc,220.0,21.0,220.0
361,B 0003- 00176547,01/03/2023,Cliente: Consumidor Final (1),6268,1,Baggio Naranja 1L,340.0,21.0,340.0
362,B 0003- 00176548,01/03/2023,Cliente: Billetera (23),7893417,4,Stella Artois lata 473 cm,290.0,21.0,1160.0
363,B 0003- 00176548,01/03/2023,Cliente: Billetera (23),1571,1,tabaco las hojas premio sin adictivos 30g,680.0,21.0,680.0
364,B 0003- 00176549,01/03/2023,Cliente: Consumidor Final (1),22,1,Philip Morris Box,480.0,21.0,480.0
365,B 0003- 00176550,01/03/2023,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,470.0,21.0,470.0
366,B 0003- 00176551,01/03/2023,Cliente: Consumidor Final (1),9540754,1,"agua social  2,25",130.0,21.0,130.0
367,B 0003- 00176552,01/03/2023,Cliente: Consumidor Final (1),862,1,pepsi black 1500 cc,420.0,21.0,420.0
368,B 0003- 00176553,01/03/2023,Cliente: Consumidor Final (1),7895193,1,Leche descremada La Serenisima 1l,300.0,21.0,300.0
369,B 0003- 00176554,01/03/2023,Cliente: Billetera (23),9540529,2,Colgate Herbal 90gr,360.0,21.0,720.0
370,B 0003- 00176555,01/03/2023,Cliente: QR Morsa (22),900,1,Coca cola Zero 1500cc,470.0,21.0,470.0
371,B 0003- 00176555,01/03/2023,Cliente: QR Morsa (22),172,2,Cofler Block x 110g,390.0,21.0,780.0
372,B 0003- 00176556,01/03/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,280.0,21.0,280.0
373,B 0003- 00176556,01/03/2023,Cliente: Consumidor Final (1),9541033,1,beldent menta fuerte 3s,40.0,21.0,40.0
374,B 0003- 00176557,01/03/2023,Cliente: Consumidor Final (1),7893780,1,mani pelado pehuamar x 85grs,330.0,21.0,330.0
375,B 0003- 00176558,01/03/2023,Cliente: Consumidor Final (1),7893780,1,mani pelado pehuamar x 85grs,330.0,21.0,330.0
376,B 0003- 00176558,01/03/2023,Cliente: Consumidor Final (1),7894981,1,Palitos San Isidrio 150g Panceta,160.0,21.0,160.0
377,B 0003- 00176558,01/03/2023,Cliente: Consumidor Final (1),7893513,1,Cinzano Rosso,1130.0,21.0,1130.0
378,B 0003- 00176558,01/03/2023,Cliente: Consumidor Final (1),9540487,1,Cunnington pomelo sin azucar 2.25L,260.0,21.0,260.0
379,B 0003- 00176559,01/03/2023,Cliente: Consumidor Final (1),7791419,1,Heineken Ret x 1L,830.0,21.0,830.0
380,B 0003- 00176559,01/03/2023,Cliente: Consumidor Final (1),6637,1,Camel 11,310.0,21.0,310.0
381,B 0003- 00176560,01/03/2023,Cliente: Billetera (23),3502,2,Cafe jarra,160.0,21.0,320.0
382,B 0003- 00176561,01/03/2023,Cliente: Consumidor Final (1),20,1,Marlboro 10,310.0,10.5,310.0
383,B 0003- 00176561,01/03/2023,Cliente: Consumidor Final (1),18,1,MARLBORO KS,480.0,10.5,480.0
384,B 0003- 00176562,01/03/2023,Cliente: Consumidor Final (1),7893611,1,Pan de Panchos Bimbo,260.0,21.0,260.0
385,B 0003- 00176562,01/03/2023,Cliente: Consumidor Final (1),140,1,Andes Rubia lata 500,280.0,21.0,280.0
386,B 0003- 00176563,01/03/2023,Cliente: Consumidor Final (1),1672,1,Monster Mango Loco 473ml,385.0,21.0,385.0
387,B 0003- 00176563,01/03/2023,Cliente: Consumidor Final (1),18,1,MARLBORO KS,480.0,10.5,480.0
388,B 0003- 00176564,01/03/2023,Cliente: Consumidor Final (1),6170,1,Imperial roja lata 473cc,260.0,21.0,260.0
389,B 0003- 00176565,01/03/2023,Cliente: Consumidor Final (1),6407,3,Coca Cola 2.25cc,610.0,21.0,1830.0
390,B 0003- 00176565,01/03/2023,Cliente: Consumidor Final (1),7894535,2,Fernet  branca 750 ml,2400.0,21.0,4800.0
391,B 0003- 00176565,01/03/2023,Cliente: Consumidor Final (1),975,3,Stella Artois 975cc,610.0,21.0,1830.0
392,B 0003- 00176566,01/03/2023,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,340.0,21.0,340.0
393,B 0003- 00176567,01/03/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,470.0,21.0,470.0
394,B 0003- 00176568,01/03/2023,Cliente: Consumidor Final (1),6705,1,petaca vodka derna,290.0,21.0,290.0
395,B 0003- 00176568,01/03/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,280.0,21.0,280.0
396,B 0003- 00176569,01/03/2023,Cliente: Consumidor Final (1),7893417,1,Stella Artois lata 473 cm,290.0,21.0,290.0
397,B 0003- 00176569,01/03/2023,Cliente: Consumidor Final (1),7895085,1,MANITOON QUESO CHICO,140.0,21.0,140.0
398,B 0003- 00176570,01/03/2023,Cliente: Consumidor Final (1),7791419,1,Heineken Ret x 1L,830.0,21.0,830.0
399,B 0003- 00176571,01/03/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,470.0,21.0,470.0
400,B 0003- 00176572,01/03/2023,Cliente: Consumidor Final (1),7893671,1,fit mix  granola  bolsita,260.0,21.0,260.0
401,B 0003- 00176573,01/03/2023,Cliente: Consumidor Final (1),20,1,Marlboro 10,310.0,10.5,310.0
402,B 0003- 00176573,01/03/2023,Cliente: Consumidor Final (1),7790040,1,Mana chocolatada,180.0,21.0,180.0
403,B 0003- 00176574,01/03/2023,Cliente: Consumidor Final (1),1,5,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,50.0
404,B 0003- 00176574,01/03/2023,Cliente: Consumidor Final (1),31,1,lucky Strike 20KS,430.0,21.0,430.0
405,B 0003- 00176574,01/03/2023,Cliente: Consumidor Final (1),7791481,2,Cerveza Imperial Lager,570.0,21.0,1140.0
406,B 0003- 00176575,01/03/2023,Cliente: Consumidor Final (1),7893711,1,energizante monster 473 cc,385.0,21.0,385.0
407,B 0003- 00176575,01/03/2023,Cliente: Consumidor Final (1),7894078,1,Topline 7 sandia,130.0,21.0,130.0
408,B 0003- 00176576,01/03/2023,Cliente: Consumidor Final (1),6057,1,OCB negros,180.0,21.0,180.0
409,B 0003- 00176577,01/03/2023,Cliente: Consumidor Final (1),7895014,1,Leber Wurst finas hierbas 200g,450.0,21.0,450.0
410,B 0003- 00176577,01/03/2023,Cliente: Consumidor Final (1),68,1,PIZZA RUCULA/3QUESOS/ANANA/POLLO,440.0,21.0,440.0
411,B 0003- 00176577,01/03/2023,Cliente: Consumidor Final (1),7894107,1,Schneider Lata 473ml,280.0,21.0,280.0
412,B 0003- 00176578,01/03/2023,Cliente: QR Morsa (22),1516,1,Triple Grande Migamax,340.0,21.0,340.0
413,B 0003- 00176578,01/03/2023,Cliente: QR Morsa (22),9540735,1,Lucky box convertible 20,470.0,21.0,470.0
414,B 0003- 00176578,01/03/2023,Cliente: QR Morsa (22),9540921,1,gatorade sin azucar naranja 500ml,270.0,21.0,270.0
415,B 0003- 00176579,01/03/2023,Cliente: Consumidor Final (1),9540524,1,Rothmans ks mentolado,350.0,21.0,350.0
416,B 0003- 00176580,01/03/2023,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,440.0,21.0,440.0
