,n_comprobante,fecha,cliente,codigo,cantidad,descripcion,p_unitario,iva,precio_final,rubro
196,B 0003- 00176446,2023-01-02,Cliente: Consumidor Final (1),3520,1,Bananita Dolca grande 30g,150.0,21.0,150.0,golosinas
197,B 0003- 00176446,2023-01-02,Cliente: Consumidor Final (1),900,1,Coca cola Zero 1500cc,470.0,21.0,470.0,coca cola (308)
198,B 0003- 00176446,2023-01-02,Cliente: Consumidor Final (1),106,2,ENSALADA DE FRUTA,260.0,21.0,520.0,alfajores (5)
199,B 0003- 00176447,2023-01-02,Cliente: Consumidor Final (1),910,1,Fanta 500 cc,220.0,21.0,220.0,coca cola (308)
200,B 0003- 00176447,2023-01-02,Cliente: Consumidor Final (1),7894624,1,3D 95g,490.0,21.0,490.0,lays (24)
201,B 0003- 00176448,2023-01-02,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,470.0,21.0,470.0,cigarrillos
202,B 0003- 00176449,2023-01-02,Cliente: Consumidor Final (1),7894055,1,bizcochos bay biscuit 140g,250.0,21.0,250.0,galletitas (9)
203,B 0003- 00176449,2023-01-02,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,110.0,21.0,110.0,encendedores (307)
204,B 0003- 00176449,2023-01-02,Cliente: Consumidor Final (1),6057,1,OCB negros,180.0,21.0,180.0,cigarrillos
205,B 0003- 00176450,2023-01-02,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,340.0,21.0,340.0,coca cola (308)
206,B 0003- 00176451,2023-01-02,Cliente: Consumidor Final (1),975,1,Stella Artois 975cc,610.0,21.0,610.0,quilmes (312)
207,B 0003- 00176452,2023-01-02,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,340.0,21.0,340.0,coca cola (308)
208,B 0003- 00176453,2023-01-02,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,280.0,21.0,280.0,cigarrillos
209,B 0003- 00176454,2023-01-02,Cliente: Consumidor Final (1),6268,1,Baggio Naranja 1L,340.0,21.0,340.0,jugos (1.502)
210,B 0003- 00176455,2023-01-02,Cliente: Consumidor Final (1),21,1,Philip Morris KS,430.0,10.5,430.0,cigarrillos
211,B 0003- 00176456,2023-01-02,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,280.0,10.5,280.0,cigarrillos
212,B 0003- 00176457,2023-01-02,Cliente: Billetera (23),898,1,Coca Cola 1250cc Retornable,340.0,21.0,340.0,coca cola (308)
213,B 0003- 00176457,2023-01-02,Cliente: Billetera (23),222,1,Queso Rallado La Serenisima 35g,200.0,21.0,200.0,lacteos (28)
214,B 0003- 00176458,2023-01-02,Cliente: Consumidor Final (1),9540970,1,patagonia amber lager 355cc,230.0,21.0,230.0,quilmes (312)
215,B 0003- 00176458,2023-01-02,Cliente: Consumidor Final (1),9540584,1,Stanley Vainilla Tabaco,910.0,21.0,910.0,cigarrillos
216,B 0003- 00176458,2023-01-02,Cliente: Consumidor Final (1),7894098,1,PAPELILLOS PIER CLASICO,90.0,21.0,90.0,cigarrillos
217,B 0003- 00176459,2023-01-02,Cliente: Consumidor Final (1),140,1,Andes Rubia lata 500,280.0,21.0,280.0,quilmes (312)
218,B 0003- 00176460,2023-01-02,Cliente: QR Morsa (22),128,1,CERVEZA SANTA FE LITRO,450.0,21.0,450.0,cervezas (26)
219,B 0003- 00176461,2023-01-02,Cliente: QR Morsa (22),7894921,1,Imperial IPA Lata 473cc,300.0,21.0,300.0,cervezas (26)
220,B 0003- 00176461,2023-01-02,Cliente: QR Morsa (22),903,1,coca cola retornable 2000,440.0,21.0,440.0,coca cola (308)
221,B 0003- 00176462,2023-01-02,Cliente: Consumidor Final (1),7893753,1,Brahma lata 473ml,240.0,21.0,240.0,quilmes (312)
222,B 0003- 00176462,2023-01-02,Cliente: Consumidor Final (1),304,1,manitoon sabor jamon x 70grs,140.0,21.0,140.0,snack (306)
223,B 0003- 00176463,2023-01-02,Cliente: Consumidor Final (1),302,3,.,350.0,0.0,1050.0,alfajores (5)
224,B 0003- 00176463,2023-01-02,Cliente: Consumidor Final (1),302,3,.,350.0,0.0,1050.0,cigarrillos
225,B 0003- 00176463,2023-01-02,Cliente: Consumidor Final (1),302,3,.,350.0,0.0,1050.0,coca cola (308)
226,B 0003- 00176463,2023-01-02,Cliente: Consumidor Final (1),302,3,.,350.0,0.0,1050.0,galletitas (9)
227,B 0003- 00176463,2023-01-02,Cliente: Consumidor Final (1),302,3,.,350.0,0.0,1050.0,jugos (1.502)
228,B 0003- 00176463,2023-01-02,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,280.0,21.0,280.0,cigarrillos
229,B 0003- 00176464,2023-01-02,Cliente: QR Morsa (22),6284,1,Pure De papas Knorr receta completa 125g,360.0,21.0,360.0,almacen (15)
230,B 0003- 00176464,2023-01-02,Cliente: QR Morsa (22),898,1,Coca Cola 1250cc Retornable,340.0,21.0,340.0,coca cola (308)
231,B 0003- 00176465,2023-01-02,Cliente: QR Morsa (22),9540659,1,lays katchup 85g,470.0,21.0,470.0,lays (24)
232,B 0003- 00176465,2023-01-02,Cliente: QR Morsa (22),309,1,mani pehuamar pelado 150gr,350.0,21.0,350.0,snack (306)
233,B 0003- 00176465,2023-01-02,Cliente: QR Morsa (22),7791419,3,Heineken Ret x 1L,830.0,21.0,2490.0,cervezas (26)
234,B 0003- 00176465,2023-01-02,Cliente: QR Morsa (22),1512,1,Pebete Salame y Queso Migamax,300.0,21.0,300.0,sandwich (1.500)
235,B 0003- 00176466,2023-01-02,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,280.0,10.5,280.0,cigarrillos
236,B 0003- 00176467,2023-01-02,Cliente: Billetera (23),903,1,coca cola retornable 2000,440.0,21.0,440.0,coca cola (308)
237,B 0003- 00176467,2023-01-02,Cliente: Billetera (23),3717,1,Sprite 2000 cc Retornable,440.0,21.0,440.0,coca cola (308)
238,B 0003- 00176468,2023-01-02,Cliente: Consumidor Final (1),128,1,CERVEZA SANTA FE LITRO,450.0,21.0,450.0,cervezas (26)
239,B 0003- 00176469,2023-01-02,Cliente: QR Morsa (22),903,3,coca cola retornable 2000,440.0,21.0,1320.0,coca cola (308)
240,B 0003- 00176470,2023-01-02,Cliente: QR Morsa (22),7894735,4,Santa Fe Lata 473cc,290.0,21.0,1160.0,cervezas (26)
241,B 0003- 00176471,2023-01-02,Cliente: Consumidor Final (1),7894107,1,Schneider Lata 473ml,280.0,21.0,280.0,cervezas (26)
242,B 0003- 00176472,2023-01-02,Cliente: Consumidor Final (1),172,1,Cofler Block x 110g,390.0,21.0,390.0,chocolates (4)
243,B 0003- 00176472,2023-01-02,Cliente: Consumidor Final (1),7893417,2,Stella Artois lata 473 cm,290.0,21.0,580.0,quilmes (312)
244,B 0003- 00176473,2023-01-02,Cliente: Consumidor Final (1),111,2,Tita,110.0,21.0,220.0,golosinas
245,B 0003- 00176473,2023-01-02,Cliente: Consumidor Final (1),25,4,Jugo de Naranja Orgánico 250cc,100.0,21.0,400.0,jugos (1.502)
246,B 0003- 00176473,2023-01-02,Cliente: Consumidor Final (1),1519,1,Pack x4 Triples Migamax,340.0,21.0,340.0,sandwich (1.500)
247,B 0003- 00176473,2023-01-02,Cliente: Consumidor Final (1),9540415,1,Corona 710cm Grande,670.0,21.0,670.0,quilmes (312)
248,B 0003- 00176473,2023-01-02,Cliente: Consumidor Final (1),1672,1,Monster Mango Loco 473ml,385.0,21.0,385.0,energizantes (314)
249,B 0003- 00176474,2023-01-03,Cliente: Consumidor Final (1),7895184,1,Tabaco Pacha Mama 30g,750.0,21.0,750.0,cigarrillos
250,B 0003- 00176475,2023-01-03,Cliente: Consumidor Final (1),2,2,Cigarrillos Suelto lucky,30.0,21.0,60.0,cigarrillos
251,B 0003- 00176476,2023-01-03,Cliente: Consumidor Final (1),9540921,1,gatorade sin azucar naranja 500ml,270.0,21.0,270.0,pepsi (309)
252,B 0003- 00176477,2023-01-03,Cliente: Consumidor Final (1),7898316,1,Menthoplus Strong,100.0,21.0,100.0,caramelos (32)
253,B 0003- 00176478,2023-01-03,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
254,B 0003- 00176478,2023-01-03,Cliente: Consumidor Final (1),3505,2,Medialuna/Bizcocho,90.0,21.0,180.0,9999
255,B 0003- 00176479,2023-01-03,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
256,B 0003- 00176480,2023-01-03,Cliente: Consumidor Final (1),9541063,1,turron namur georgalos,40.0,0.0,40.0,generico
257,B 0003- 00176480,2023-01-03,Cliente: Consumidor Final (1),9541084,1,cigarrillos pier 10box,120.0,21.0,120.0,cigarrillos
258,B 0003- 00176481,2023-01-03,Cliente: Consumidor Final (1),9540440,1,Brio Naranja 1.5L,150.0,21.0,150.0,levite (310)
259,B 0003- 00176482,2023-01-03,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
260,B 0003- 00176482,2023-01-03,Cliente: Consumidor Final (1),3505,1,Medialuna/Bizcocho,90.0,21.0,90.0,9999
261,B 0003- 00176483,2023-01-03,Cliente: Consumidor Final (1),7791353,1,Beldent Menta Fuerte,110.0,21.0,110.0,chiclets (6)
262,B 0003- 00176484,2023-01-03,Cliente: Consumidor Final (1),7894981,1,Palitos San Isidrio 150g Panceta,160.0,21.0,160.0,snack (306)
263,B 0003- 00176484,2023-01-03,Cliente: Consumidor Final (1),7893669,1,Yogur Tregar bebible vainilla litro,340.0,21.0,340.0,lacteos (28)
264,B 0003- 00176484,2023-01-03,Cliente: Consumidor Final (1),6182,1,9 de Oro Azucaradas 210 gr,160.0,21.0,160.0,galletitas (9)
265,B 0003- 00176485,2023-01-03,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,470.0,21.0,470.0,cigarrillos
266,B 0003- 00176486,2023-01-03,Cliente: Consumidor Final (1),30,1,Lucky Strike Box,470.0,10.5,470.0,cigarrillos
267,B 0003- 00176487,2023-01-03,Cliente: Consumidor Final (1),1672,1,Monster Mango Loco 473ml,385.0,21.0,385.0,energizantes (314)
268,B 0003- 00176488,2023-01-03,Cliente: Consumidor Final (1),3505,6,Medialuna/Bizcocho,90.0,21.0,540.0,9999
269,B 0003- 00176489,2023-01-03,Cliente: Consumidor Final (1),7790040,1,Mana chocolatada,180.0,21.0,180.0,9999
270,B 0003- 00176490,2023-01-03,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,220.0,21.0,220.0,coca cola (308)
271,B 0003- 00176490,2023-01-03,Cliente: Consumidor Final (1),97,1,Guaymallen Blanco,100.0,21.0,100.0,alfajores (5)
272,B 0003- 00176491,2023-01-03,Cliente: Consumidor Final (1),6264,2,Baggio Naranja 200cc,110.0,21.0,220.0,jugos (1.502)
273,B 0003- 00176491,2023-01-03,Cliente: Consumidor Final (1),7791551,2,Paraguitas Fel Fort,70.0,21.0,140.0,chocolates (4)
274,B 0003- 00176492,2023-01-03,Cliente: Consumidor Final (1),9541084,1,cigarrillos pier 10box,120.0,21.0,120.0,cigarrillos
275,B 0003- 00176493,2023-01-03,Cliente: Consumidor Final (1),866,1,Bizcochos 9 de Oro clásicas 200g,190.0,21.0,190.0,galletitas (9)
276,B 0003- 00176494,2023-01-03,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,470.0,21.0,470.0,cigarrillos
277,B 0003- 00176495,2023-01-03,Cliente: Consumidor Final (1),7894731,1,Pepsi 250 cc,130.0,21.0,130.0,pepsi (309)
278,B 0003- 00176496,2023-01-03,Cliente: Consumidor Final (1),6265,1,Baggio Manzana 200cc,110.0,21.0,110.0,jugos (1.502)
279,B 0003- 00176497,2023-01-03,Cliente: Consumidor Final (1),23,1,Parliament Box,580.0,21.0,580.0,cigarrillos
280,B 0003- 00176498,2023-01-03,Cliente: Billetera (23),1658,1,Citric 1000cc,490.0,21.0,490.0,jugos (1.502)
281,B 0003- 00176499,2023-01-03,Cliente: Consumidor Final (1),3502,2,Cafe jarra,160.0,21.0,320.0,comida (30)
282,B 0003- 00176499,2023-01-03,Cliente: Consumidor Final (1),1,14,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,140.0,caramelos (32)
283,B 0003- 00176500,2023-01-03,Cliente: Consumidor Final (1),9540488,1,Liverpool mentolado,200.0,21.0,200.0,cigarrillos
284,B 0003- 00176501,2023-01-03,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
285,B 0003- 00176501,2023-01-03,Cliente: Consumidor Final (1),3505,1,Medialuna/Bizcocho,90.0,21.0,90.0,9999
286,B 0003- 00176502,2023-01-03,Cliente: Consumidor Final (1),7893575,1,Lata Heineken 473 cm3,360.0,21.0,360.0,cervezas (26)
287,B 0003- 00176503,2023-01-03,Cliente: Consumidor Final (1),253,1,alcohol san igino  500ml,220.0,21.0,220.0,perfumeria (16)
288,B 0003- 00176504,2023-01-03,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,110.0,21.0,110.0,encendedores (307)
289,B 0003- 00176505,2023-01-03,Cliente: Consumidor Final (1),140,1,Andes Rubia lata 500,280.0,21.0,280.0,quilmes (312)
290,B 0003- 00176506,2023-01-03,Cliente: Billetera (23),7791581,2,Chocolate Vauquita Suave,60.0,21.0,120.0,chocolates (4)
291,B 0003- 00176506,2023-01-03,Cliente: Billetera (23),7893434,1,Galletitas Mini Pitusas Limon 160 g,110.0,21.0,110.0,galletitas (9)
292,B 0003- 00176506,2023-01-03,Cliente: Billetera (23),1624,2,Coca Cola Zero x 500 cc,220.0,21.0,440.0,coca cola (308)
293,B 0003- 00176506,2023-01-03,Cliente: Billetera (23),7893764,1,Fanta lata 310,180.0,21.0,180.0,coca cola (308)
294,B 0003- 00176507,2023-01-03,Cliente: Consumidor Final (1),7894802,1,Paso de los toros pomelo 250,130.0,21.0,130.0,pepsi (309)
295,B 0003- 00176508,2023-01-03,Cliente: Consumidor Final (1),111,3,Tita,110.0,21.0,330.0,golosinas
296,B 0003- 00176509,2023-01-03,Cliente: QR Nico (21),1518,1,Bandeja x12 simples Migamax,380.0,21.0,380.0,sandwich (1.500)
297,B 0003- 00176509,2023-01-03,Cliente: QR Nico (21),910,1,Fanta 500 cc,220.0,21.0,220.0,coca cola (308)
298,B 0003- 00176509,2023-01-03,Cliente: QR Nico (21),3505,3,Medialuna/Bizcocho,90.0,21.0,270.0,9999
299,B 0003- 00176510,2023-01-03,Cliente: Consumidor Final (1),6674,1,imperial rubia lata,280.0,21.0,280.0,cervezas (26)
300,B 0003- 00176511,2023-01-03,Cliente: Consumidor Final (1),7894621,1,mirinda naranja 500cc,180.0,21.0,180.0,pepsi (309)
301,B 0003- 00176512,2023-01-03,Cliente: Consumidor Final (1),1514,1,Triple Miga Chico Migamax,290.0,21.0,290.0,sandwich (1.500)
302,B 0003- 00176512,2023-01-03,Cliente: Consumidor Final (1),1624,1,Coca Cola Zero x 500 cc,220.0,21.0,220.0,coca cola (308)
303,B 0003- 00176513,2023-01-03,Cliente: Billetera (23),100,1,Alfajor Fantoche Triple Blanco,150.0,21.0,150.0,alfajores (5)
304,B 0003- 00176513,2023-01-03,Cliente: Billetera (23),7791310,1,Halls Strong,115.0,21.0,115.0,caramelos (32)
305,B 0003- 00176513,2023-01-03,Cliente: Billetera (23),3508,1,Café para llevar,200.0,21.0,200.0,comida (30)
306,B 0003- 00176514,2023-01-03,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,280.0,21.0,280.0,cigarrillos
307,B 0003- 00176514,2023-01-03,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
308,B 0003- 00176514,2023-01-03,Cliente: Consumidor Final (1),3505,3,Medialuna/Bizcocho,90.0,21.0,270.0,9999
309,B 0003- 00176515,2023-01-03,Cliente: Consumidor Final (1),500,400,carga virtual,1.0,21.0,400.0,virtual (1.501)
310,B 0003- 00176515,2023-01-03,Cliente: Consumidor Final (1),1,10,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,100.0,caramelos (32)
311,B 0003- 00176516,2023-01-03,Cliente: Consumidor Final (1),9540411,2,Pier Box Mentolado,200.0,21.0,400.0,cigarrillos
312,B 0003- 00176516,2023-01-03,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,220.0,21.0,220.0,coca cola (308)
313,B 0003- 00176517,2023-01-03,Cliente: Consumidor Final (1),7894621,1,mirinda naranja 500cc,180.0,21.0,180.0,pepsi (309)
314,B 0003- 00176518,2023-01-03,Cliente: Consumidor Final (1),6202,1,7up 2L free Retornable,250.0,21.0,250.0,9999
315,B 0003- 00176518,2023-01-03,Cliente: Consumidor Final (1),114,20,Envases general,5.0,21.0,100.0,cervezas (26)
316,B 0003- 00176519,2023-01-03,Cliente: Consumidor Final (1),6674,1,imperial rubia lata,280.0,21.0,280.0,cervezas (26)
317,B 0003- 00176520,2023-01-03,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
318,B 0003- 00176520,2023-01-03,Cliente: Consumidor Final (1),1,4,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,40.0,caramelos (32)
319,B 0003- 00176521,2023-01-03,Cliente: Consumidor Final (1),6674,2,imperial rubia lata,280.0,21.0,560.0,cervezas (26)
320,B 0003- 00176522,2023-01-03,Cliente: Consumidor Final (1),1,9,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,90.0,caramelos (32)
321,B 0003- 00176522,2023-01-03,Cliente: Consumidor Final (1),7893915,1,Cunnington Pomelo/Tonica 1.5l,260.0,21.0,260.0,9999
322,B 0003- 00176523,2023-01-03,Cliente: Consumidor Final (1),6775,1,7up 500cc,190.0,21.0,190.0,pepsi (309)
323,B 0003- 00176524,2023-01-03,Cliente: Consumidor Final (1),6367,1,Villa del sur  agua1.600cc,180.0,21.0,180.0,9999
324,B 0003- 00176525,2023-01-03,Cliente: QR Morsa (22),17,5,Adicional Bebida en la mesa,5.0,21.0,25.0,comida (30)
325,B 0003- 00176525,2023-01-03,Cliente: QR Morsa (22),7791419,1,Heineken Ret x 1L,830.0,21.0,830.0,cervezas (26)
326,B 0003- 00176526,2023-01-03,Cliente: Consumidor Final (1),7893984,1,Cunnington Indian Tonic o  Pomelo 2.25L,260.0,21.0,260.0,9999
327,B 0003- 00176527,2023-01-03,Cliente: Consumidor Final (1),9540524,1,Rothmans ks mentolado,350.0,21.0,350.0,cigarrillos
328,B 0003- 00176528,2023-01-03,Cliente: Consumidor Final (1),6803,1,Levite Naranja 500c,150.0,21.0,150.0,levite (310)
329,B 0003- 00176529,2023-01-03,Cliente: Consumidor Final (1),7894591,1,chesterfield ks 20,360.0,21.0,360.0,cigarrillos
330,B 0003- 00176529,2023-01-03,Cliente: Consumidor Final (1),6285,1,caja de fosforos fragata,30.0,21.0,30.0,encendedores (307)
331,B 0003- 00176530,2023-01-03,Cliente: Consumidor Final (1),1516,1,Triple Grande Migamax,340.0,21.0,340.0,sandwich (1.500)
332,B 0003- 00176530,2023-01-03,Cliente: Consumidor Final (1),7894195,1,Pepsi zero lata,140.0,21.0,140.0,pepsi (309)
333,B 0003- 00176531,2023-01-03,Cliente: Consumidor Final (1),941,1,Levite Pomelo 1500cc,310.0,21.0,310.0,levite (310)
334,B 0003- 00176532,2023-01-03,Cliente: Billetera (23),900,1,Coca cola Zero 1500cc,470.0,21.0,470.0,coca cola (308)
335,B 0003- 00176533,2023-01-03,Cliente: QR Morsa (22),6305,1,azucar baity comun,295.0,21.0,295.0,almacen (15)
336,B 0003- 00176533,2023-01-03,Cliente: QR Morsa (22),7895023,1,Leche entera Tregar,250.0,21.0,250.0,lacteos (28)
337,B 0003- 00176534,2023-01-03,Cliente: Consumidor Final (1),1,20,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,200.0,caramelos (32)
338,B 0003- 00176535,2023-01-03,Cliente: Consumidor Final (1),6182,1,9 de Oro Azucaradas 210 gr,160.0,21.0,160.0,galletitas (9)
339,B 0003- 00176535,2023-01-03,Cliente: Consumidor Final (1),7791551,2,Paraguitas Fel Fort,70.0,21.0,140.0,chocolates (4)
340,B 0003- 00176536,2023-01-03,Cliente: Billetera (23),7895023,1,Leche entera Tregar,250.0,21.0,250.0,lacteos (28)
341,B 0003- 00176536,2023-01-03,Cliente: Billetera (23),1516,1,Triple Grande Migamax,340.0,21.0,340.0,sandwich (1.500)
342,B 0003- 00176536,2023-01-03,Cliente: Billetera (23),99,1,Alfajor Fantoche Triple Chocolate,150.0,21.0,150.0,alfajores (5)
343,B 0003- 00176537,2023-01-03,Cliente: QR Morsa (22),7894323,1,Pehuamar acanaladas 80grs,350.0,21.0,350.0,lays (24)
344,B 0003- 00176537,2023-01-03,Cliente: QR Morsa (22),7894323,1,Pehuamar acanaladas 80grs,350.0,21.0,350.0,lays (24)
345,B 0003- 00176537,2023-01-03,Cliente: QR Morsa (22),7895013,1,Lays jamon serrano 85g,470.0,21.0,470.0,lays (24)
346,B 0003- 00176537,2023-01-03,Cliente: QR Morsa (22),9540898,1,mogul extreme acido dulce tubitos 70g,250.0,21.0,250.0,golosinas
347,B 0003- 00176537,2023-01-03,Cliente: QR Morsa (22),7893711,1,energizante monster 473 cc,385.0,21.0,385.0,energizantes (314)
348,B 0003- 00176538,2023-01-03,Cliente: Billetera (23),6191,1,Pepsi 2L Retornable,350.0,21.0,350.0,pepsi (309)
349,B 0003- 00176538,2023-01-03,Cliente: Billetera (23),1512,1,Pebete Salame y Queso Migamax,300.0,21.0,300.0,sandwich (1.500)
350,B 0003- 00176538,2023-01-03,Cliente: Billetera (23),7893432,1,Galletitas Mini Pitusas Chocolate 160 g,190.0,21.0,190.0,galletitas (9)
351,B 0003- 00176538,2023-01-03,Cliente: Billetera (23),7894653,2,Tang naranja mango,65.0,21.0,130.0,mata moscas y mosquitos
352,B 0003- 00176539,2023-01-03,Cliente: Billetera (23),1518,1,Bandeja x12 simples Migamax,380.0,21.0,380.0,sandwich (1.500)
353,B 0003- 00176540,2023-01-03,Cliente: Consumidor Final (1),1514,2,Triple Miga Chico Migamax,290.0,21.0,580.0,sandwich (1.500)
354,B 0003- 00176540,2023-01-03,Cliente: Consumidor Final (1),6070,1,Paso de los Toros Pomelo 500cc,190.0,21.0,190.0,pepsi (309)
355,B 0003- 00176541,2023-01-03,Cliente: Consumidor Final (1),3534,2,Mana Livianas Vainillas,180.0,21.0,360.0,galletitas (9)
356,B 0003- 00176542,2023-01-03,Cliente: Consumidor Final (1),6265,1,Baggio Manzana 200cc,110.0,21.0,110.0,jugos (1.502)
357,B 0003- 00176542,2023-01-03,Cliente: Consumidor Final (1),6182,1,9 de Oro Azucaradas 210 gr,160.0,21.0,160.0,galletitas (9)
358,B 0003- 00176542,2023-01-03,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,280.0,10.5,280.0,cigarrillos
359,B 0003- 00176543,2023-01-03,Cliente: Consumidor Final (1),6262,2,Coca Cola Lata 310 cc,180.0,21.0,360.0,coca cola (308)
360,B 0003- 00176544,2023-01-03,Cliente: Consumidor Final (1),24,3,Marlboro Gold,540.0,10.5,1620.0,cigarrillos
361,B 0003- 00176545,2023-01-03,Cliente: Consumidor Final (1),9540793,1,mirinda lata 354ml,90.0,21.0,90.0,9999
362,B 0003- 00176546,2023-01-03,Cliente: Consumidor Final (1),7895013,1,Lays jamon serrano 85g,470.0,21.0,470.0,lays (24)
363,B 0003- 00176546,2023-01-03,Cliente: Consumidor Final (1),7893870,1,3D por 43g,250.0,21.0,250.0,lays (24)
364,B 0003- 00176546,2023-01-03,Cliente: Consumidor Final (1),1624,1,Coca Cola Zero x 500 cc,220.0,21.0,220.0,coca cola (308)
365,B 0003- 00176547,2023-01-03,Cliente: Consumidor Final (1),6268,1,Baggio Naranja 1L,340.0,21.0,340.0,jugos (1.502)
366,B 0003- 00176548,2023-01-03,Cliente: Billetera (23),7893417,4,Stella Artois lata 473 cm,290.0,21.0,1160.0,quilmes (312)
367,B 0003- 00176548,2023-01-03,Cliente: Billetera (23),1571,1,tabaco las hojas premio sin adictivos 30g,680.0,21.0,680.0,cigarrillos
368,B 0003- 00176549,2023-01-03,Cliente: Consumidor Final (1),22,1,Philip Morris Box,480.0,21.0,480.0,cigarrillos
369,B 0003- 00176550,2023-01-03,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,470.0,21.0,470.0,coca cola (308)
370,B 0003- 00176551,2023-01-03,Cliente: Consumidor Final (1),9540754,1,"agua social  2,25",130.0,21.0,130.0,agua mineral (21)
371,B 0003- 00176552,2023-01-03,Cliente: Consumidor Final (1),862,1,pepsi black 1500 cc,420.0,21.0,420.0,pepsi (309)
372,B 0003- 00176553,2023-01-03,Cliente: Consumidor Final (1),7895193,1,Leche descremada La Serenisima 1l,300.0,21.0,300.0,lacteos (28)
373,B 0003- 00176554,2023-01-03,Cliente: Billetera (23),9540529,2,Colgate Herbal 90gr,360.0,21.0,720.0,perfumeria (16)
